id,toxic_sentence,clean_sentence
2189,This opinion is son of a bitch. Nobody wants to see this crap.,I think we can do better. I'd appreciate it if we could think before speaking. Let's approach this constructively.
2190,"Your question is useless, numbskull. Don't bother next time.",I respectfully disagree — perhaps it's time to treat others better. Let's focus on solutions rather than blame.
2191,"They are such a clown , no question about it.",I feel that we should choose better words. I'd like to offer a different view. Let's keep the conversation respectful.
2192,"What the piss, you imbecile? Just shut up.",I'd really appreciate if we could act more maturely. Let's try to be constructive here. I'd love to hear your thoughts on this.
2193,This argument is dickhead. It's total garbage.,I'd really appreciate if we could choose better words. I think we can do better. Let's approach this constructively.
2194,This person are such a creep and always have been.,I feel that we should reconsider your approach. I think we can do better. We can disagree without being disrespectful.
2195,"You stupid loser, prick off. I know where you live. You'll regret ever crossing me.","It might be worth reconsidering, I think we should think before speaking. I hope we can find common ground."
2196,You're a complete utter trash. You disgust everyone around you.,I'd really appreciate if we could treat others better. I'd like to offer a different view. Let's keep things civil.
2197,You're a complete bastard. Just leave already.,Could we please reconsider your approach? I have a different perspective. We can disagree without being disrespectful.
2198,Keep talking and see what happens. I mean every word.,Could we please be kinder? I think there's a better way to look at this. Let's keep the conversation respectful.
2199,"That guy are such a numbskull , get out of here.",I think it's important that we show some respect. I'd like to offer a different view. I'm open to discussing this further.
2200,You're a complete dirtbag. You disgust everyone around you.,I think we can do better — perhaps it's time to treat others better. I hope we can find common ground.
2201,"This person are such a dumbass , no question about it.",It might be worth reconsidering. It would be great if we could treat others better. I'd love to hear your thoughts on this.
2202,"What the crap, you jackass? No one asked for your opinion.",I think we can do better. It would be great if we could choose better words. Let's keep the conversation respectful.
2203,This performance is son of a bitch. This is an embarrassment.,Let's try to be constructive here. It would be great if we could stop this. Let's focus on solutions rather than blame.
2204,"You're nothing but a homophobe, everyone here. Stay away from normal people.",I think it's important that we reconsider your approach. With all due respect. Let's approach this constructively.
2205,"She are such a loser , honestly.",I'd like to offer a different view — perhaps it's time to stop this. Let's approach this constructively.
2206,"You're nothing but a homophobe, all of you. You're a disgrace.",I believe there's room for improvement — perhaps it's time to reflect on your behavior. I hope we can find common ground.
2207,"Oh wow, another terrible post from a total jackass. It's honestly embarrassing.",Could we please treat others better? Perhaps we could consider. Let's keep the conversation respectful.
2208,"What the ass, you blockhead? No one asked for your opinion.",I think it's important that we show some respect. While I see where you're coming from. Let's approach this constructively.
2209,"What the bollocks, you lowlife? Stop talking.","While I see where you're coming from, I think we should show some respect. I'm open to discussing this further."
2210,"get laid, you jackass. You're not welcome here.",I'd really appreciate if we could act more maturely. With all due respect. We can disagree without being disrespectful.
